"","mid","ml","approxDepth","pathFamily","assertionOrientation","assertedPredicate","versionedIcd","iplstr"
"72","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"73","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"74","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"75","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"76","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
"77","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"78","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"79","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"80","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.8","Malignant neoplasm of overlapping sites of bronchus and lung"
"81","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.82","Malignant neoplasm of overlapping sites of left bronchus and lung"
"82","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.80","Malignant neoplasm of overlapping sites of unspecified bronchus and lung"
"83","MONDO:0017292","well-differentiated fetal adenocarcinoma of the lung",26,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.81","Malignant neoplasm of overlapping sites of right bronchus and lung"
"84","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"85","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"86","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"87","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"88","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"89","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"90","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"91","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"92","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.9","Malignant neoplasm of unspecified part of bronchus or lung"
"93","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.91","Malignant neoplasm of unspecified part of right bronchus or lung"
"94","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"95","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.92","Malignant neoplasm of unspecified part of left bronchus or lung"
"96","MONDO:0023275","Graham-Boyle-Troxell syndrome",32,"mondo->icd","forward","mydata:mdbxr","ICD10CM:Q85.8","Other phakomatoses, not elsewhere classified"
"97","MONDO:0016644","Logopenic progressive aphasia",37,"mondo->icd","forward","mydata:mdbxr","ICD10CM:G31.01","Pick's disease"
"98","MONDO:0016644","Logopenic progressive aphasia",37,"mondo->icd","forward","mydata:mdbxr","ICD10CM:G31.0","Frontotemporal dementia"
"99","MONDO:0016644","Logopenic progressive aphasia",37,"mondo->icd","forward","mydata:mdbxr","ICD10CM:G31.09","Other frontotemporal dementia"
"100","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"101","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"102","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"103","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"104","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"105","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
"106","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"107","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"108","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"109","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.9","Malignant neoplasm of unspecified part of bronchus or lung"
"110","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.91","Malignant neoplasm of unspecified part of right bronchus or lung"
"111","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"112","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.92","Malignant neoplasm of unspecified part of left bronchus or lung"
"113","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.8","Malignant neoplasm of overlapping sites of bronchus and lung"
"114","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.82","Malignant neoplasm of overlapping sites of left bronchus and lung"
"115","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.80","Malignant neoplasm of overlapping sites of unspecified bronchus and lung"
"116","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.81","Malignant neoplasm of overlapping sites of right bronchus and lung"
"117","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"118","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"119","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"120","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"121","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"122","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
"123","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"124","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"125","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"126","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.9","Malignant neoplasm of unspecified part of bronchus or lung"
"127","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.91","Malignant neoplasm of unspecified part of right bronchus or lung"
"128","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"129","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.92","Malignant neoplasm of unspecified part of left bronchus or lung"
"130","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.8","Malignant neoplasm of overlapping sites of bronchus and lung"
"131","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.82","Malignant neoplasm of overlapping sites of left bronchus and lung"
"132","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.80","Malignant neoplasm of overlapping sites of unspecified bronchus and lung"
"133","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.81","Malignant neoplasm of overlapping sites of right bronchus and lung"
"134","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"135","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"136","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"137","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"138","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"139","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
"140","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"141","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"142","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"143","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.9","Malignant neoplasm of unspecified part of bronchus or lung"
"144","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.91","Malignant neoplasm of unspecified part of right bronchus or lung"
"145","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"146","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.92","Malignant neoplasm of unspecified part of left bronchus or lung"
"147","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.8","Malignant neoplasm of overlapping sites of bronchus and lung"
"148","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.82","Malignant neoplasm of overlapping sites of left bronchus and lung"
"149","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.80","Malignant neoplasm of overlapping sites of unspecified bronchus and lung"
"150","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.81","Malignant neoplasm of overlapping sites of right bronchus and lung"
"151","MONDO:0008433","small cell lung carcinoma",28,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.9","Malignant neoplasm of unspecified part of bronchus or lung"
"152","MONDO:0008433","small cell lung carcinoma",28,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.91","Malignant neoplasm of unspecified part of right bronchus or lung"
"153","MONDO:0008433","small cell lung carcinoma",28,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"154","MONDO:0008433","small cell lung carcinoma",28,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.92","Malignant neoplasm of unspecified part of left bronchus or lung"
"155","MONDO:0006277","lung lymphangioleiomyomatosis",29,"mondo->icd","forward","mydata:mdbxr","ICD10CM:D48.7","Neoplasm of uncertain behavior of other specified sites"
"156","MONDO:0008903","lung cancer",16,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"157","MONDO:0008903","lung cancer",16,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"158","MONDO:0008903","lung cancer",16,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"159","MONDO:0008903","lung cancer",16,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"160","MONDO:0008903","lung cancer",16,"mondo->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
